,id,sponsor,event,venue,place,date,location,page_count,dish_count
1170,14088,PENNSYLVANIA LIMITED - THE PULLMAN CO.,DINNER,COM,EN ROUTE,9/5/1901,Pennsylvania Limited   The Pullman Co.,2,34
1171,14089,INTERNATIONAL HOTEL,LUNCHEON,COM,"NIAGARA FALLS,NY",9/5/1901,International Hotel,2,40
1172,14090,DE L'ANGE HOTEL,DINNER,COM,"LUCERNE,SWITZERLAND",9/6/1901,De L'ange Hotel,2,7
1173,14091,LOUISVILLE & NASHVILLE RAILROAD - THE PULLMANA CO.,DINNER,COM,EN ROUTE,9/1/1901,Louisville & Nashville Railroad   The Pullmana Co.,2,31
1174,14092,PULLMAN BUFFET,MENU,COMMERCIAL,EN ROUTE COLONIAL EXPRESS: WASHINGTON TO BOSTON,9/1/1901,Pullman Buffet,4,112
1175,14094,AMERICAN STREET RAILWAY ASSOCIATION,20TH ANNUAL DINNER,COMMERCIAL,"SHERRY'S, NEW YORK, NY",10/11/1901,American Street Railway Association,12,24
1176,14095,GOVERNORS OF THE LOTUS CLUB,DINNER TO SIR THOMAS LIPTON,SOC;,"LOTUS CLUB, (?)",10/12/1901,Governors Of The Lotus Club,2,17
1177,14098,CROWN PRINCE OF DENMARK FREDERIK,DINNER,GOVT(?);,PALACE OF ABOVE,11/20/1901,Crown Prince Of Denmark Frederik,2,9
1178,14099,CUVIER CLUB,TWENTY-EIGHTH ANNUAL DINNER,POL;,"CINCINNATI, OH",11/20/1901,Cuvier Club,4,39
1179,14101,MAGNETIC CLUB,DINNER,SOC(?);,ST. DENIS HOTEL,11/20/1901,Magnetic Club,2,19
1180,14102,KING CHRISTIAN IX OF DENMARK,DINNER,GOV;,"KING'S PALACE,DENMARK",11/22/1901,King Christian Ix Of Denmark,2,7
1181,14103,HENRY R. CAPLAN,9NTH DANZINGER MARTINI FEST,COMMERCIAL,ST. MARKS PLACE [NY],11/22/1901,Henry R. Caplan,4,28
1182,14104,RED STAR LINE -ANTWERPEN -NY,BREAKFAST,COM,EN ROUTE S.S.ZEELAND,11/22/1901,Red Star Line  Antwerpen  Ny,2,20
1183,14105,RED STAR LINE - ANTWERPEN.NY,LUNCHEON,COM,EN ROUTE S.S.ZEELAND,11/22/1901,Red Star Line   Antwerpen.Ny,2,24
1184,14106,RED STAR LINE - ANTWERPEN -NY,BREAKFAST,COM,EN ROUTE S.S.VADERLAND,11/22/1901,Red Star Line   Antwerpen  Ny,2,23
1185,14107,RED STAR LINE- ANTWERPEN -NY,LUNCHEON,COM,EN ROUTE S.S.VADERLAND,11/22/1901,Red Star Line  Antwerpen  Ny,2,23
1186,14108,RED STAR LINE,DINNER,COM,EN ROUTE S.S VADERLAND,11/22/1901,Red Star Line,2,22
1187,14109,PHONIX HOTEL,[LUNCH],COM,KOBENHAVN,11/23/1901,Phonix Hotel,2,13
1188,14110,UNION LEAGUE OF PHILADELPHIA - FOUNDERS DAY,LUNCH OR DINNER,SOCIAL,"PHILADELPHIA,PA.",11/23/1901,Union League Of Philadelphia   Founders Day,2,20
1189,14111,RED STAR LINE - ANTWERPEN - NY,BREAKFAST,COM,EN ROUTE S.S.ZEELAND,11/23/1901,Red Star Line   Antwerpen   Ny,2,20
1190,14112,RED STAR LINE - ANTWERPEN NY,LUNCHEON,COMMERCIAL,EN ROUTE S.S. ZEELAND,11/23/1901,Red Star Line   Antwerpen Ny,2,23
1191,14113,RED STAR LINE - ANTWERPEN NY,DINNER,COM,EN ROUTE  S.S.ZEELAND,11/23/1901,Red Star Line   Antwerpen Ny,2,25
1192,14114,RED STAR LINE- ANTWERPEN  NY,BREAKFAST,COM,EN ROUTE S.S.VADERLAND,11/23/1901,Red Star Line  Antwerpen  Ny,2,23
1193,14115,RED STAR LINE -ANTWERPEN NY,LUNCHEON,COM,EN ROUTE S.S.VADERLAND,11/23/1901,Red Star Line  Antwerpen Ny,2,25
1194,14116,RED STAR LINE - ANTWERPEN  NY,LUNCHEON,COM,EN ROUTE S.S. ZEELAND,11/24/1901,Red Star Line   Antwerpen  Ny,2,21
1195,14117,RED STAR LINE -ANTWERPEN NY,BREAKFAST,COM,EN ROUTE S.S. VADERLAND,11/24/1901,Red Star Line  Antwerpen Ny,2,24
1196,14118,RED STAR LINE - ANTWEPEN NY,LUNCHEON,COM,EN ROUTE S.S.VADERLAND,11/24/1901,Red Star Line   Antwepen Ny,2,19
1197,14119,SOUTHERN RAILWAY - DINING CAR SERVICE,LUNCHEON,COM,"EN ROUTE WASHINGTON,RICHMOND & FLORIDA LIMITED",11/24/1901,Southern Railway   Dining Car Service,2,28
1198,14121,HICKS' RESTAURANT,CHRISTMAS DINNER,COMMERCIAL,"SAVANNAH, GA",12/25/1906,Hicks' Restaurant,8,42
1199,14122,THE ROCKAFELLOW,"DAILY MENU, BREAKFAST",COMMERCIAL,"HOT SPRINGS, AR",12/25/1906,The Rockafellow,4,25
1200,14124,DENISON HOTEL,CHRISTMAS DINNER,COMMERCIAL,"INDIANAPOLIS, IN",12/25/1906,Denison Hotel,7,44
1201,14125,HOTEL JEFFERSON,CHRISTMAS DINNER,COMMERCIAL,"SAN FRANCISCO, CA",12/25/1906,Hotel Jefferson,8,48
1202,14127,STAFF OF GOV. GEORGE C. PARDEE,DINNER TENDERED TO HIS EXCELLENCY,GOVT;,"PALACE HOTEL, SAN FRANCISCO, CA",12/27/1906,Staff Of Gov. George C. Pardee,8,19
1204,14132,VAN LIEW'S RESTAURANT,LUNCH,COMMERCIAL,"779 BROADWAY, NEW YORK, NY",12/28/1906,Van Liew's Restaurant,3,59
1205,14134,JOHN WANAMAKER,DAILY MENU,COMMERCIAL,"BROADWAY AND 10TH STREET, NEW YORK, NY",12/29/1906,John Wanamaker,4,264
1206,14137,HOTEL ST. REGIS,LUNCH,COMMERCIAL,NEW YORK,12/31/1906,Hotel St. Regis,2,200
1207,14138,DEL CORONADA HOTEL,DINNER,COMMERCIAL,"CORONADA BEACH,CA.",8/8/1901,Del Coronada Hotel,2,62
1208,14139,OCEANIC STEAMSHIP CO. S.S.ZEALANDIA,BREAKFAST,COM,EN ROUTE,8/8/1901,Oceanic Steamship Co. S.S.Zealandia,2,27
1209,14140,ENGEL HOTEL,DINNER,COMMERCIAL,LUCERNE,8/9/1901,Engel Hotel,2,8
1210,14141,DEL CORONADA HOTEL,BREAKFAST,COM,"CORONADA BEACH, CA.",8/9/1901,Del Coronada Hotel,2,80
1211,14142,OCEANIC STEAMSHIP CO. S.S.ZEALANDIA,LUNCHEON,COM,EN ROUTE,8/9/1901,Oceanic Steamship Co. S.S.Zealandia,2,30
1212,14143,CAFE BOULARD,SUNDAY DINNER,COMMERCIAL,NEW YORK,8/11/1901,Cafe Boulard,2,24
1213,14145,VIERWALDSTATTER-SEE,[DINNER],COMMERCIAL,ZURICH,8/12/1901,Vierwaldstatter See,2,7
1214,14146,CLAREMONT HOTEL,DAILY MENU,COMMERCIAL,"RIVERSIDE DRIVE, NY",8/13/1901,Claremont Hotel,4,271
1215,14147,OCEANIC STEAMSHIP COMPANY,DINNER - SECOND CABIN,COMMERCIAL,SS SONOMA,6/21/1901,Oceanic Steamship Company,2,24
1216,14149,INTERNATIONAL ACETYLENE ASSOCIATION,ANNUAL DINNER,COMMERCIAL,"ELLICOTT CLUB, BUFFALO, NY",6/21/1901,International Acetylene Association,2,17
1217,14150,NORDDEUTSCHER LLOYD BREMEN,SUPPER (?),COMMERCIAL,EN ROUTE ABOARD DAMPFER FRIEDRICH DER GROSSE,6/21/1901,Norddeutscher Lloyd Bremen,2,15
1218,14151,NORDDEUTSCHER LLOYD BREMEN,LUNCHEON,COMMERCIAL,EN ROUTE ABOARD DAMPFER FRIEDRICH DER GROSSE,6/21/1901,Norddeutscher Lloyd Bremen,2,50
1219,14152,MAX PRALE AND WIFE GEB. KAHLE,SILVER WEDING ANNIVERSARY,SOC;,"HAMBURG, [GERMANY]",6/22/1901,Max Prale And Wife Geb. Kahle,4,10
1220,14153,OCEANIC STEAMSHIP COMPANY,BREAKFAST - SECOND CABIN,COMMERCIAL,SS SONOMA,6/22/1901,Oceanic Steamship Company,2,26
1221,14154,OCEANIC STEAMSHIP COMPANY,LUNCHEON - SECOND CABIN,COMMERCIAL,SS SONOMA,6/22/1901,Oceanic Steamship Company,2,28
1222,14155,M.F.LYONS,LUNCH AND DINNER,COMMERCIAL,"259 BOWERY, NEW YORK",12/31/1906,M.F.Lyons,4,351
1223,14156,M.F.LYONS,SUPPER  AND BREAKFAST,COMMERCIAL,"259 BOWERY, NEW YORK",12/31/1906,M.F.Lyons,4,387
1224,14157,BRISTOL'S DINING ROOMS,SPECIALS OF DAY,COMMERCIAL,"161 BOWERY, NEW YORK",12/31/1906,Bristol's Dining Rooms,2,89
1225,14158,BRISTOL'S DINING ROOMS,DAILY MENU,COMMERCIAL,"161 BOWERY, AND OTHERS, NEW YORK",12/31/1906,Bristol's Dining Rooms,4,264
1226,14159,SIEGEL COOPER CO.,QUICK LUNCHEON AND AFTERNOON TEA,COMMERCIAL,NEW YORK,12/31/1906,Siegel Cooper Co.,4,225
1227,14160,SIEGEL COOPER CO.,DAILY MENU,COMMERCIAL,NEW YORK,12/31/1906,Siegel Cooper Co.,4,314
1228,14161,SIEGEL COOPER CO.,BREAKFAST,COMMERCIAL,NEW YORK,12/31/1906,Siegel Cooper Co.,4,246
1229,14162,FLEISCHMANN'S VIENNA MODEL BAKERY,DINNER,COMMERCIAL,"BROADWAY AND TENTH STREET, NEW YORK",12/31/1906,Fleischmann's Vienna Model Bakery,2,80
1230,14163,HAIM'S QUICK LUNCH RESTAURANT,DAILY MENU,COMMERCIAL,"358 BOWERY, NEW YORK CITY",12/31/1906,Haim's Quick Lunch Restaurant,2,53
1231,14164,CASTLETON HOTEL,DINNER,COMMERCIAL,"NEW BRIGHTON,S.I. NY",7/4/1901,Castleton Hotel,4,43
1232,14167,BULL'S HEAD RESTAURANT,DINNER,COMMERCIAL,?,7/4/1901,Bull's Head Restaurant,2,33
1233,14169,HAMBURG-AMERIKA LINIE - EXPRWSS-STEAMER FURST BISMARCK,DINNER,COMMERCIAL,EN ROUTE,7/4/1901,Hamburg Amerika Linie  Steamer Furst Bismarck,4,26
1234,14170,ANCHOR LINE - S.S.CITY OF ROME,DINNER,COMMERCIAL,EN ROUTE,7/4/1901,Anchor Line   S.S.City Of Rome,2,28
1235,14171,COLUMBIA RESTAURANT,LUNCH & DINNER,COM,48 . 14 ST. NY,7/4/1901,Columbia Restaurant,4,502
1236,14173,GREAT NORTHERN SYSTEM - DINING CARS,BREAKFAST,COMMERCIAL,EN ROUTE,1/1/1901,Great Northern System   Dining Cars,2,33
1237,14174,GREAT NORTHERN SYSTEM - DINING CARS,BUFFET SERVICE [BREAKFAST],COM,EN ROUTE,1/1/1901,Great Northern System   Dining Cars,2,46
1238,14175,HAMBURG-AMERIKA - EXPRESS STEAMER FURST BISMARCK,BREAKFAST,COM,EN ROUTE,7/5/1901,Hamburg Amerika   Express Steamer Furst Bismarck,4,80
1239,14177,WORTHY HOTEL,DINNER,COMMERCIAL,"SPRINGFIELD, MASS.",7/5/1901,Worthy Hotel,4,223
1240,14178,STATLER'S HOTEL,BREAKFAST,COMMERCIAL,"BUFFALO,NY",7/5/1901,Statler's Hotel,2,22
1241,14179,STATLER'S HOTEL,LUNCHEON,COM,"BUFFALO, NY",7/5/1901,Statler's Hotel,2,20
1242,14180,STATLER'S HOTEL,DINNER,COM,"BUFFALO,NY",7/5/1901,Statler's Hotel,2,24
1243,14181,CHATEAU FRONTENAC,LUNCHEON,COMMERCIAL,"QUEBEC, CANADA",7/13/1901,Chateau Frontenac,2,35
1244,14182,O. D.,DINNER,[COM],EN ROUTE,7/20/1901,O. D.,2,30
1245,14183,OCEANIC STEAMSHIP COMPANY - SIERRA,[BREAKFAST],COM,EN ROUTE,7/20/1901,Oceanic Steamship Company   Sierra,2,21
1246,14184,OCEANIC STEAMSHIP COMPANY - SIERRA,[LUNCH],COM,EN ROUTE,7/20/1901,Oceanic Steamship Company   Sierra,2,34
1247,14185,CHAMPLAIN HOTEL,BREAKFAST,COMMERCIAL,CLINTON COUNTY.NY,8/13/1901,Champlain Hotel,2,46
1249,14187,CHAMPLAIN HOTEL,DINNER,COMMERCIAL,"CLINTON COUNTY, NY.",8/13/1901,Champlain Hotel,2,45
1250,14188,ATLANTIC TRANSPORT LINE - S.S.MESABA,DINNER,COMMERCIAL,EN ROUTE,8/15/1901,Atlantic Transport Line   S.S.Mesaba,2,25
1251,14189,HOTEL DE L'ANGE,DINNER,COMMERCIAL,"LUZERN,SWITZERLAND",8/15/1901,Hotel De L'ange,2,7
1253,14191,ATLANTA AND WEST POINT RAILROAD CO.,WINE LIST,COMMERCIAL,DINING CAR,8/15/1901,Atlanta And West Point Railroad Co.,2,54
1254,14194,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"SCHULSCHIFF  ""HERZOGIN SOPHIE CHARLOTTE""",9/8/1901,Norddeutscher Lloyd Bremen,2,5
1255,14195,HUDSON RIVER DAY LINE,TABLE D'HOTE DINNER,COMMERCIAL,STEAMER NEW YORK,9/1/1901,Hudson River Day Line,2,28
1256,14196,UNION PACIFIC DINING CAR SERVICE,SUPPER,COMMERCIAL,EN ROUTE,9/1/1901,Union Pacific Dining Car Service,2,77
1257,14197,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",9/8/1901,Norddeutscher Lloyd Bremen,2,145
1259,14199,STONINGTON LINE,MENU,COMMERCIAL,STEAMER MAINE,1/1/1901,Stonington Line,2,249
1260,14200,UNION PACIFIC,LUNCHEON,COMMERCIAL,DINING CAR SERVICE,9/1/1901,Union Pacific,2,46
1261,14201,HAMBURG-AMERIKA LINIE,SUPPER,COMMERCIAL,SS FURST BISMARCK,7/6/1901,Hamburg Amerika Linie,2,7
1262,14202,TATLER'S HOTEL,LUNCH,COMMERCIAL,"ELLICOTT SQUARE,BUFFALO,[NY?]",7/6/1901,Statler's Hotel,2,19
1263,14203,GRAND HOTEL DE STE-MAXIME,DINER,COMMERCIAL,"STE-MAXIME,ZERMATT,[SWITZERLAND?]",7/6/1901,Grand Hotel De Ste Maxime,2,10
1264,14204,U.S.M.S.PHILADELPHIA,LUNCHEON,NAV; (?),EN ROUTE,10/15/1901,U.S.M.S.Philadelphia,4,294
1265,14205,U.S.M.S.PHILADELPHIA,DINNER,NAV; (?),EN ROUTE,10/15/1901,U.S.M.S.Philadelphia,4,280
1266,14206,STATE DEPARTMENT SPECIAL TO THE PAND-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE),BREAKFAST,GOVT;,EN ROUTE,10/15/1901,State Department Special To The Pand American Congress At The City Of Mexico (Pullman Car Service),4,281
1267,14207,OCEANIC SREAMSHIP COMPANY - SIERRA,DINNER,COM,EN ROUTE,7/20/1901,Oceanic Sreamship Company   Sierra,2,29
1268,14208,OCEANIC STEAMSHIP COMPANY - SIERRA,DINNER,COM,EN ROUTE,7/20/1901,Oceanic Steamship Company   Sierra,2,32
1269,14209,NIPPON YUSEN KAISHA - S.S.ROSETTA MAM,DINNER,COM,EN ROUTE,7/20/1901,Nippon Yusen Kaisha   S.S.Rosetta Mam,2,15
1270,14210,GREAT NORTHERN SYSTEM - DINING CAR,BREAKFAST,COM,EN ROUTE,1/1/1901,Great Northern System   Dining Car,2,97
1271,14211,RALEIGH HOTEL & RESTAURANT,DAILY MENU,COM,"663 BROADWAY,NY",7/21/1901,Raleigh Hotel & Restaurant,2,71
1272,14212,CHATEAU FRONTENAC HOTEL,DINNER,COM,"QUEBEC,CANADA",7/21/1901,Chateau Frontenac Hotel,2,26
1273,14213,HADDON HALL,BREAKFAST,COM,"ATLANTIC CITY, NJ",7/21/1901,Haddon Hall,2,69
1274,14214,NIPPON YUSEN KAISHA - S.S.ROSETTA MARU,DINNER,COM,EN ROUTE,7/21/1901,Nippon Yusen Kaisha   S.S.Rosetta Maru,2,18
1275,14215,OCEANIC STEAMSHIP COMPANY - SIERRA,BREAKFAST,COM,EN ROUTE,7/21/1901,Oceanic Steamship Company   Sierra,2,25
1276,14216,OCEANIC STEAMSHIP COMPANY -SIERRA,DINNER,COMMERCIAL,EN ROUTE,7/21/1901,Oceanic Steamship Company  Sierra,2,33
1277,14217,OCEANIC STEAMSHIP COMPANY - S.S. ZEALANDIA,BREAKFAST,COM,EN ROUTE,7/21/1901,Oceanic Steamship Company   S.S. Zealandia,2,29
1278,14218,OCEANIC STEAMSHIP COMPANY - S.S.ZEALANDER,LUNCHEON,COM,EN ROUTE,7/21/1901,Oceanic Steamship Company   S.S.Zealander,2,28
1279,14219,HANBURG-AMERIKA LINIE  - STEAMER FURST BISMARCK,DINNER,COM,EN ROUTE,7/21/1901,Hanburg Amerika Linie    Steamer Furst Bismarck,4,32
1280,14220,COOLEY'S,BREAKFAST,COM,"SPRINGFIELD,MASS.",7/1/1901,Cooley's,2,35
1281,14221,COOLEY'S,SUPPER,COM,"SPRINGFIELD,MASS.",7/1/1901,Cooley's,2,26
1282,14222,COOLEY'S,SUNDAY TEA,COMMERCIAL,"SPRINGFIELD,MASS.",7/21/1901,Cooley's,4,20
1283,14223,COOLEY'S,DINNER,COM,"SPRINGFIELD,MASS.",7/21/1901,Cooley's,4,34
1284,14224,CHATEAU FRONTENAC,LUNCHEON,COM,"QUEBEC,CANADA",7/22/1901,Chateau Frontenac,2,35
1285,14225,UNION PACIFIC,BREAKFAST,COMMERCIAL,DINING CAR SERVICE,9/1/1901,Union Pacific,2,51
1286,14226,(HOTEL ZUM HIRSCH),WINKELRIED-AUFFUHRUNGEN,COMMERCIAL,"HOCHDORF CT LUZERN, SWITZERLAND",5/9/1901,Hotel Zum Hirsch,2,8
1287,14227,UNION PACIFIC,SUPPER,COMMERCIAL,DINING CAR SERVICE,9/1/1901,Union Pacific,2,68
1288,14229,NORDDEUTSCHER LLOYD BREMEN,[LUNCH],COM,"EN ROUTE - ""FRIEDRICH DER GROSSE""",9/12/1901,Norddeutscher Lloyd Bremen,2,12
1289,14230,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN [DINNER],COM,"EN ROUTE - ""FRIEDRICH DER GROSSE""",9/12/1901,Norddeutscher Lloyd Bremen,2,12
1290,14231,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COM,"EN ROUTE - :FRIEDRICH DER GROSSE""",9/12/1901,Norddeutscher Lloyd Bremen,2,67
1291,14236,WEST SIDE TRADE BROKERS ASS'N,FIFTH ANNUAL DINNER,PROF;,"HEALY'S, BROADWAY, 66TH ST. AND COLUMBUS AVE; NEW YORK",12/16/1905,West Side Trade Brokers Ass'n,4,20
1292,14239,NATIONAL GEOGRAPHIC SOCIETY,ANNUAL DINNER,PROF;,"THE NEW WILLARD [WASHINGTON, DC",12/20/1905,National Geographic Society,8,20
1293,14240,MARGARET LOUISA HOME OF THE YOUNG WOMEN'S CHRISTIAN ASSOCIATION,LUNCH,SOC;,"16 EAST 16TH STREET, [NEW YORK]",12/20/1905,Margaret Louisa Home Of The Young Women's Christian Association,2,12
1294,14241,LINCOLN CLUB,RECEPTION AND BANQUET IN HONOR OF HERMAN A. METZ,[POL?);,NEW YORK,12/20/1905,Lincoln Club,5,22
1295,14243,HOTEL CHAMPLAIN,DINNER,COMMERCIAL,"CLINTON,NY",8/19/1901,Hotel Champlain,2,10
1297,14245,ATLANTIC TRANSPORT LINE,DINNER,COMMERCIAL,SS MESABA;,8/19/1901,Atlantic Transport Line,2,25
1298,14246,ARMSTRONGS DEPOT RESTAURANT,LUNCH-DINNER,COMMERCIAL,"PORTSMOUTH,NH",8/20/1901,Armstrongs Depot Restaurant,2,55
1299,14247,SIEGEL-COOPER CO.,LUNCHEON,COMMERCIAL,"SIXTH AVE AND 18TH & 19TH STS., NY",8/20/1901,Siegel Cooper Co.,2,117
1300,14248,BAILEY CATERING COMPANH,DINNER,COMMERCIAL,"ELECTRIC TOWER RESTAURANT,PAN AMERICAN EXPOSITION",8/21/1901,Bailey Catering Companh,2,171
1301,14249,OCEANIC STEAMSHIP COMPANY,LUNCHEON,COMMERCIAL,SS ZEALANDIA,8/22/1901,Oceanic Steamship Company,2,31
1302,14250,SUMMIT HOUSE,DINNER,COMMERCIAL,"MOUNT WASHINGTON, NH",8/23/1901,Summit House,2,43
1305,14253,TATLER'S HOTEL,LUNCHEON,COMMERCIAL,"ELLICOTT SQUARE,BUFFALO,[NY?]",7/7/1901,Tatler's Hotel,2,20
1306,14254,TATLER'S HOTEL,DINNER,COMMERCIAL,"ELLICOTT SQUARE,BUFFALO,[NY?]",7/7/1901,Tatler's Hotel,2,23
1307,14255,CHATEAU FRONTENAC,DINNER,COM,"QUEBEC,CANADA",7/22/1901,Chateau Frontenac,2,25
1308,14256,OCEANIC STEAMSHIP COMPANY -SIERRA,BREAKFAST,COM,EN ROUTE,7/22/1901,Oceanic Steamship Company  Sierra,2,21
1309,14257,OCEANIC STEAMSHIP COMPANY -S.S.ZEALANDER,BREAKFAST,COM,EN ROUTE,7/22/1901,Oceanic Steamship Company  S.S.Zealander,2,30
1310,14258,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. ROSETTA MARU,7/22/1901,Nippon Yusen Kaisha,4,17
1311,14259,CHATEAU FRONTENAC,LUNCH,COMMERCIAL,QUEBEC [CANADA],7/24/1901,Chateau Frontenac,2,36
1312,14260,CHATEAU FRONTENAC,DINNER,COMMERCIAL,QUEBEC [CANADA],7/24/1901,Chateau Frontenac,2,25
1313,14263,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE - 'FRIEDRICH DER GROSSE """,9/12/1901,Norddeutscher Lloyd Bremen,4,58
1314,14264,NORDDEUTSCHER LLOYD BREMEN,DINNER,COM,"EN ROUTE - ""FRIEDRICH DER GROSSE""",9/12/1901,Norddeutscher Lloyd Bremen,4,34
1315,14265,NORDDEUTSCHER LLOYD BREMEN,[LUNCH] SPEISE-KARTE,COM,"EN ROUTE - ""FRIEDRICH DER GROSSE""",9/13/1901,Norddeutscher Lloyd Bremen,2,14
1316,14266,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",9/13/1901,Norddeutscher Lloyd Bremen,2,11
1317,14267,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COM,"EN ROUTE "" FRIEDRICH DER GROSSE""",9/13/1901,Norddeutscher Lloyd Bremen,2,66
1318,14268,PULLMAN BUFFET,[DINNER],COMMERCIAL,EN ROUTE - PARLOR CAR,9/1/1901,Pullman Buffet,4,77
1319,14271,SUMMIT HOUSE,DINNER,COM,"MOUNT WASHINGTON,NEW HAMPSHIRE",9/13/1901,Summit House,2,40
1320,14272,L.TIRELLI'S ASSOCIATION,2ND ANNUAL BALL,SOC;,"COLUMBUS HOTEL,NY",1/1/1901,L.Tirelli's Association,8,31
1321,14273,GRAND HOTEL ROYAL,DINNER,COM,BUDAPEST,9/14/1901,Grand Hotel Royal,2,13
1322,14274,MILLS HOTEL RESTAURANT,DINNER,COM,"BLEECKER,THOMPSON & SULLIVAN STREETS,NY",9/14/1901,Mills Hotel Restaurant,2,23
1323,14275,NORDDEUTSCHER LLOYD BREMAN,BREAKFAST,COM,"EN ROUTE ""FRIEDRICH DER GROSSE""",9/14/1901,Norddeutscher Lloyd Breman,2,72
1324,14276,NORDDEUTSCHER LLOYD BREMEN,DINNER,COM,"EN ROUTE ""FRIEDRICH DER GROSSE """,9/15/1901,Norddeutscher Lloyd Bremen,4,38
1325,14277,MAPLEWOOD HOTEL,LUNCHEON,COM,"WHITE MOUNTAINS,N.H.",9/16/1901,Maplewood Hotel,2,39
1326,14278,UNION PACIFIC DINING CAR SERVICE,BREAKFAST,COM,EN ROUTE,9/1/1901,Union Pacific Dining Car Service,2,48
1327,14279,NORDDEUTSCHER LLOYD BREMEN,[LUNCH],COM,"EN ROUTE  ""FRIEDRICH DER GROSSE""",9/16/1901,Norddeutscher Lloyd Bremen,2,13
1328,14280,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COM,"EN ROUTE 'FRIEDRICH DER GROSSE""",9/16/1901,Norddeutscher Lloyd Bremen,4,55
1329,14282,GREAT NORTHERN SYSTEM,BREAKFAST,COMMERCIAL,DINING CAR,1/1/1901,Great Northern System,2,54
1330,14283,HOTELS SEILER,DINER,COMMERCIAL,"FRIED,GLASER SOHNE,BASEL,[SWITZERLAND?]",7/9/1901,Hotels Seiler,2,8
1331,14284,STATE DEPARTMENT SPECIAL TO THE PAN-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE),LUNCHEON,GOVT;,EN ROUTE,10/18/1901,Claremont Hotel,2,29
1332,14285,SOUTHERN RAILWAY,LUNCHEON,COMMERCIAL,"QUEEN & CRESCENT ROUTE,DINING CAR CINCINNATI",10/18/1901,Southern Railway,2,25
1333,14286,SOUTHERN RAILWAY,BREAKFAST,COMMERCIAL,"QUEEN & CRESCENT ROUTE,DINING CAR CINCINNATI",10/18/1901,Southern Railway,2,23
1334,14287,SOUTHERN RAILWAY,DINNER,COMMERCIAL,"QUEEN & CRESCENT ROUTE,DINING CAR CINCINNATI",10/18/1901,Southern Railway,2,23
1335,14288,SOUTHERN RAILWAY COMPANY,BREAKFAST,COMMERCIAL,EN ROUTE,10/18/1901,Southern Railway Company,2,20
1336,14289,SOUTHERN RAILWAY COMPANY,LUNCH,COMMERCIAL,EN ROUTE,10/18/1901,Southern Railway Company,2,16
1337,14290,STATE DEPARTMENT SPECIAL TO THE PAN-AMERICAN CONGRESS AT THE CITY OF MEXICO,BREAKFAST,GOVT;,EN ROUTE,10/18/1901,State Department Special To The Pan American Congress At The City Of Mexico,2,31
1339,14299,UNION PACIFIC R.R. CO. ET AL,DINNER,COMMERCIAL,DINING CAR,9/1/1901,Union Pacific R.R. Co. Et Al,2,37
1340,14300,GIBSON HOUSE,DAILY MENU,COMMERCIAL,"[CINCINNATI,OH?]",9/19/1901,Gibson House,4,205
1342,14311,CHRYSANTHEMUM CLUB OF THE U.S. FLAGSHIP TEXAS,FIRST BANQUET,SOC;,"ARGYLE HOTEL; CHARLESTON, SC",12/25/1905,Chrysanthemum Club Of The U.S. Flagship Texas,4,28
1343,14318,HAMBURG-AMERIKA LINIE,"DAILY MENU, LUNCHEON",COMMERCIAL,"EN ROUTE MAIL STEAMER ""PATRICIA""",12/27/1905,Hamburg Amerika Linie,4,30
1344,14320,CHAMPAGNE DUC DE MONTEBELLO (?),DINNER,COMMERCIAL,"BERGEN, NORWAY",10/21/1901,Champagne Duc De Montebello (?),2,20
1345,14324,ST. MARK'S CAFE,DAILY MENU,COMMERCIAL,"VENICE, CA",12/27/1905,St. Mark's Cafe,2,16
1346,14325,THE COMMERCIAL CLUB,FOURTH ANNUAL BANQUET,SOC;,"SALT LAKE CITY, UT",12/28/1905,The Commercial Club,8,571
1347,14333,PARK AVENUE HOTEL,"DAILY MENU, DINNER",COMMERCIAL,"NEW YORK, NY",12/31/1905,Park Avenue Hotel,2,27
1348,14336,UNITED TYPOTHETAE OF AMERICA,15TH ANNUAL CONVENTIN,SOC;,"ELLICOTT CLUB, BUFFALO, NY",8/27/1901,United Typothetae Of America,8,17
1349,14339,UNITED STATES WEATHER BUREAU OFFICIALS,CONVENTION BANQUET,PROF;,"PFISTER HOTEL, MILWAUKEE, WI",8/29/1901,United States Weather Bureau Officials,8,23
1350,14340,KENWOOD HOTEL,DINNER,COMMERCIAL,"MANILA,P.I.",6/27/1901,Kenwood Hotel,4,35
